batch_id,corp_code,stock_code,corp_name,signal_name,required_account,found,matched_account_nm,matched_account_id,years_found,sj_divs,fs_divs,status,recommended_action
kospi_002,00303873,079160,씨제이씨지브이(주),매출채권 회수 지연,매출채권,true,매출채권,ifrs-full_CurrentTradeReceivables,"2023, 2024, 2025",BS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),재고 적체,매출액,true,"영업수익, 영업수익(매출액)",ifrs-full_Revenue,"2021, 2022, 2023, 2024, 2025",CIS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),재고 적체,재고자산,true,재고자산,ifrs-full_Inventories,"2021, 2022, 2023, 2024, 2025",BS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),단기 상환 압박,현금및현금성자산,true,현금및현금성자산,ifrs-full_CashAndCashEquivalents,"2021, 2022, 2023, 2024, 2025",BS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),단기 상환 압박,유동부채,true,유동부채,ifrs-full_CurrentLiabilities,"2021, 2022, 2023, 2024, 2025",BS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),이자 부담 능력,영업이익,true,영업이익(손실),dart_OperatingIncomeLoss,"2021, 2022, 2023, 2024, 2025",CIS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),이자 부담 능력,이자비용,true,"이자비용, 이자의 지급, 이자지급(영업)","dart_AdjustmentsForInterestExpenses, ifrs-full_InterestPaidClassifiedAsOperatingActivities","2021, 2022, 2023, 2024, 2025",CF,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),비용 레버리지 위험,매출액,true,"영업수익, 영업수익(매출액)",ifrs-full_Revenue,"2021, 2022, 2023, 2024, 2025",CIS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),비용 레버리지 위험,영업이익,true,영업이익(손실),dart_OperatingIncomeLoss,"2021, 2022, 2023, 2024, 2025",CIS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),매출 퀀텀 점프,매출액,true,"영업수익, 영업수익(매출액)",ifrs-full_Revenue,"2021, 2022, 2023, 2024, 2025",CIS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),어닝 서프라이즈,매출액,true,"영업수익, 영업수익(매출액)",ifrs-full_Revenue,"2021, 2022, 2023, 2024, 2025",CIS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),어닝 서프라이즈,영업이익,true,영업이익(손실),dart_OperatingIncomeLoss,"2021, 2022, 2023, 2024, 2025",CIS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),흑자 전환,영업이익,true,영업이익(손실),dart_OperatingIncomeLoss,"2021, 2022, 2023, 2024, 2025",CIS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),자산 가동률 상승,매출액,true,"영업수익, 영업수익(매출액)",ifrs-full_Revenue,"2021, 2022, 2023, 2024, 2025",CIS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),자산 가동률 상승,재고자산,true,재고자산,ifrs-full_Inventories,"2021, 2022, 2023, 2024, 2025",BS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),자산 가동률 상승,매출채권,true,매출채권,ifrs-full_CurrentTradeReceivables,"2023, 2024, 2025",BS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),Capa 확대,유형자산,true,유형자산,ifrs-full_PropertyPlantAndEquipment,"2021, 2022, 2023, 2024, 2025",BS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),M&A 및 신사업 진출,주요사항보고서/원문 키워드,false,,,,,,needs_manual_review,재무제표 계정이 아니라 주요사항보고서 또는 사업보고서 원문 키워드 기반으로 확인해야 합니다.
kospi_002,00303873,079160,씨제이씨지브이(주),재무 구조 개선,부채총계,true,부채총계,ifrs-full_Liabilities,"2021, 2022, 2023, 2024, 2025",BS,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),재무 구조 개선,자본총계,true,"기말자본, 자본총계",ifrs-full_Equity,"2021, 2022, 2023, 2024, 2025","BS, SCE",CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),현금 창출력 강화,영업활동현금흐름,true,"영업에서 창출된 현금, 영업에서 창출된 현금흐름, 영업활동으로 인한 현금흐름, 영업활동현금흐름","ifrs-full_CashFlowsFromUsedInOperatingActivities, ifrs-full_CashFlowsFromUsedInOperations","2021, 2022, 2023, 2024, 2025",CF,CFS,found_in_single_all,전체 재무제표 API에서 직접 확인된 계정입니다.
kospi_002,00303873,079160,씨제이씨지브이(주),이자 부담 해소,단기차입금,true,단기차입금,"-표준계정코드 미사용-, ifrs-full_ShorttermBorrowings","2021, 2022, 2023, 2024, 2025",BS,CFS,found_in_single_all,"단기차입금, 장기차입금, 사채를 합산해 차입금의존도 계산 구성요소로 사용합니다."
