batch_id,market,stock_code,corp_code,corp_name,bsns_year,reprt_code,fs_div,status,error_code,error_message,retry_count,started_at,finished_at
kospi_002,KOSPI,033780,00244455,(주)케이티앤지,2021,11011,CFS,success,,,0,2026-05-19T02:53:46,2026-05-19T02:53:50
kospi_002,KOSPI,033780,00244455,(주)케이티앤지,2022,11011,CFS,success,,,0,2026-05-19T02:53:50,2026-05-19T02:53:50
kospi_002,KOSPI,033780,00244455,(주)케이티앤지,2023,11011,CFS,success,,,0,2026-05-19T02:53:50,2026-05-19T02:53:51
kospi_002,KOSPI,033780,00244455,(주)케이티앤지,2024,11011,CFS,success,,,0,2026-05-19T02:53:51,2026-05-19T02:53:51
kospi_002,KOSPI,033780,00244455,(주)케이티앤지,2025,11011,CFS,success,,,0,2026-05-19T02:53:51,2026-05-19T02:53:51
kospi_002,KOSPI,033920,00121543,(주)무학,2021,11011,CFS,success,,,0,2026-05-19T02:53:52,2026-05-19T02:53:52
kospi_002,KOSPI,033920,00121543,(주)무학,2022,11011,CFS,success,,,0,2026-05-19T02:53:52,2026-05-19T02:53:52
kospi_002,KOSPI,033920,00121543,(주)무학,2023,11011,CFS,success,,,0,2026-05-19T02:53:53,2026-05-19T02:53:53
kospi_002,KOSPI,033920,00121543,(주)무학,2024,11011,CFS,success,,,0,2026-05-19T02:53:53,2026-05-19T02:53:53
kospi_002,KOSPI,033920,00121543,(주)무학,2025,11011,CFS,success,,,0,2026-05-19T02:53:53,2026-05-19T02:53:53
kospi_002,KOSPI,034020,00159616,두산에너빌리티(주),2021,11011,CFS,success,,,0,2026-05-19T02:53:54,2026-05-19T02:53:54
kospi_002,KOSPI,034020,00159616,두산에너빌리티(주),2022,11011,CFS,success,,,0,2026-05-19T02:53:54,2026-05-19T02:53:54
kospi_002,KOSPI,034020,00159616,두산에너빌리티(주),2023,11011,CFS,success,,,0,2026-05-19T02:53:54,2026-05-19T02:53:54
kospi_002,KOSPI,034020,00159616,두산에너빌리티(주),2024,11011,CFS,success,,,0,2026-05-19T02:53:55,2026-05-19T02:53:55
kospi_002,KOSPI,034020,00159616,두산에너빌리티(주),2025,11011,CFS,success,,,0,2026-05-19T02:53:55,2026-05-19T02:53:55
kospi_002,KOSPI,034120,00130772,(주)SBS,2021,11011,CFS,success,,,0,2026-05-19T02:53:56,2026-05-19T02:53:57
kospi_002,KOSPI,034120,00130772,(주)SBS,2022,11011,CFS,success,,,0,2026-05-19T02:53:57,2026-05-19T02:53:57
kospi_002,KOSPI,034120,00130772,(주)SBS,2023,11011,CFS,success,,,0,2026-05-19T02:53:57,2026-05-19T02:53:57
kospi_002,KOSPI,034120,00130772,(주)SBS,2024,11011,CFS,success,,,0,2026-05-19T02:53:57,2026-05-19T02:53:57
kospi_002,KOSPI,034120,00130772,(주)SBS,2025,11011,CFS,success,,,0,2026-05-19T02:53:57,2026-05-19T02:53:57
kospi_002,KOSPI,034220,00105873,엘지디스플레이(주),2021,11011,CFS,success,,,0,2026-05-19T02:53:58,2026-05-19T02:53:58
