batch_id,rcept_no,corp_code,stock_code,corp_name,bsns_year,reprt_code,fs_div,report_name,source_api,collected_at
kospi_002,20220321001014,00244455,033780,(주)케이티앤지,2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:50
kospi_002,20230320001005,00244455,033780,(주)케이티앤지,2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:50
kospi_002,20240320001212,00244455,033780,(주)케이티앤지,2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:51
kospi_002,20250318001223,00244455,033780,(주)케이티앤지,2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:51
kospi_002,20260318001422,00244455,033780,(주)케이티앤지,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:51
kospi_002,20220318000779,00121543,033920,(주)무학,2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:52
kospi_002,20230320000776,00121543,033920,(주)무학,2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:52
kospi_002,20240319000693,00121543,033920,(주)무학,2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:53
kospi_002,20250324000610,00121543,033920,(주)무학,2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:53
kospi_002,20260318000658,00121543,033920,(주)무학,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:53
kospi_002,20220322000017,00159616,034020,두산에너빌리티(주),2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:54
kospi_002,20230321001573,00159616,034020,두산에너빌리티(주),2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:54
kospi_002,20240327001226,00159616,034020,두산에너빌리티(주),2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:54
kospi_002,20250320001103,00159616,034020,두산에너빌리티(주),2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:55
kospi_002,20260320001246,00159616,034020,두산에너빌리티(주),2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:55
kospi_002,20220317001064,00130772,034120,(주)SBS,2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:57
kospi_002,20230316000964,00130772,034120,(주)SBS,2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:57
kospi_002,20240321001674,00130772,034120,(주)SBS,2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:57
kospi_002,20250320001108,00130772,034120,(주)SBS,2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:57
kospi_002,20260319001224,00130772,034120,(주)SBS,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:57
kospi_002,20220315000742,00105873,034220,엘지디스플레이(주),2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:58
kospi_002,20230313000751,00105873,034220,엘지디스플레이(주),2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:59
kospi_002,20240314000487,00105873,034220,엘지디스플레이(주),2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:59
kospi_002,20250312000906,00105873,034220,엘지디스플레이(주),2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:59
kospi_002,20260311003822,00105873,034220,엘지디스플레이(주),2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:53:59
kospi_002,20220317001345,00171265,034230,(주)파라다이스,2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:00
kospi_002,20230316001131,00171265,034230,(주)파라다이스,2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:01
kospi_002,20240314000746,00171265,034230,(주)파라다이스,2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:01
kospi_002,20250415000021,00171265,034230,(주)파라다이스,2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:01
kospi_002,20260319001270,00171265,034230,(주)파라다이스,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:01
kospi_002,20220323001331,00158316,034310,(주)NICE홀딩스,2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:02
kospi_002,20230321001519,00158316,034310,(주)NICE홀딩스,2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:02
kospi_002,20240320001115,00158316,034310,(주)NICE홀딩스,2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:02
kospi_002,20250318000811,00158316,034310,(주)NICE홀딩스,2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:03
kospi_002,20260323000907,00158316,034310,(주)NICE홀딩스,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:03
kospi_002,20220310000410,00145862,034590,인천도시가스(주),2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:04
kospi_002,20230309000433,00145862,034590,인천도시가스(주),2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:04
kospi_002,20240307000922,00145862,034590,인천도시가스(주),2023,11011,OFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:05
kospi_002,20250306000367,00145862,034590,인천도시가스(주),2024,11011,OFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:05
kospi_002,20260305001037,00145862,034590,인천도시가스(주),2025,11011,OFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:05
kospi_002,20220816001773,00181712,034730,SK(주),2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:06
kospi_002,20230321001347,00181712,034730,SK(주),2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:06
kospi_002,20240319000757,00181712,034730,SK(주),2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:07
kospi_002,20250318001364,00181712,034730,SK(주),2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:07
kospi_002,20260318001157,00181712,034730,SK(주),2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:07
kospi_002,20240320001483,00233653,034830,(주)한국토지신탁,2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:09
kospi_002,20250318001056,00233653,034830,(주)한국토지신탁,2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:09
kospi_002,20260318001299,00233653,034830,(주)한국토지신탁,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:09
kospi_002,20220317001091,00140168,035000,(주)에이치에스애드,2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:10
kospi_002,20230316000872,00140168,035000,(주)에이치에스애드,2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:10
kospi_002,20240314001521,00140168,035000,(주)에이치에스애드,2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:10
kospi_002,20250311001196,00140168,035000,(주)에이치에스애드,2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:10
kospi_002,20260413002635,00140168,035000,(주)에이치에스애드,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:11
kospi_002,20220712000592,00122551,035150,(주)백산,2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:12
kospi_002,20230321000690,00122551,035150,(주)백산,2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:12
kospi_002,20240319000327,00122551,035150,(주)백산,2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:12
kospi_002,20250319000644,00122551,035150,(주)백산,2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:12
kospi_002,20260319000754,00122551,035150,(주)백산,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:13
kospi_002,20220323000547,00255619,035250,(주)강원랜드,2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:13
kospi_002,20230321000399,00255619,035250,(주)강원랜드,2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:14
kospi_002,20240320001396,00255619,035250,(주)강원랜드,2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:54:14
