batch_id,market,stock_code,corp_code,corp_name,bsns_year,reprt_code,fs_div,status,error_code,error_message,retry_count,started_at,finished_at
kosdaq_001,KOSDAQ,0001A0,01516933,(주)덕양에너젠,2021,11011,CFS,no_data,013,조회된 데이타가 없습니다.,0,2026-05-19T02:38:11,2026-05-19T02:38:11
kosdaq_001,KOSDAQ,0001A0,01516933,(주)덕양에너젠,2021,11011,OFS,no_data,013,조회된 데이타가 없습니다.,0,2026-05-19T02:38:11,2026-05-19T02:38:11
kosdaq_001,KOSDAQ,0001A0,01516933,(주)덕양에너젠,2022,11011,CFS,no_data,013,조회된 데이타가 없습니다.,0,2026-05-19T02:38:11,2026-05-19T02:38:11
kosdaq_001,KOSDAQ,0001A0,01516933,(주)덕양에너젠,2022,11011,OFS,no_data,013,조회된 데이타가 없습니다.,0,2026-05-19T02:38:11,2026-05-19T02:38:12
kosdaq_001,KOSDAQ,0001A0,01516933,(주)덕양에너젠,2023,11011,CFS,no_data,013,조회된 데이타가 없습니다.,0,2026-05-19T02:38:12,2026-05-19T02:38:12
kosdaq_001,KOSDAQ,0001A0,01516933,(주)덕양에너젠,2023,11011,OFS,no_data,013,조회된 데이타가 없습니다.,0,2026-05-19T02:38:12,2026-05-19T02:38:12
kosdaq_001,KOSDAQ,0001A0,01516933,(주)덕양에너젠,2024,11011,CFS,no_data,013,조회된 데이타가 없습니다.,0,2026-05-19T02:38:12,2026-05-19T02:38:12
kosdaq_001,KOSDAQ,0001A0,01516933,(주)덕양에너젠,2024,11011,OFS,no_data,013,조회된 데이타가 없습니다.,0,2026-05-19T02:38:12,2026-05-19T02:38:12
kosdaq_001,KOSDAQ,0001A0,01516933,(주)덕양에너젠,2025,11011,CFS,success,,,0,2026-05-19T02:38:12,2026-05-19T02:38:12
kosdaq_001,KOSDAQ,000250,00128546,삼천당제약(주),2021,11011,CFS,success,,,0,2026-05-19T02:38:13,2026-05-19T02:38:13
kosdaq_001,KOSDAQ,000250,00128546,삼천당제약(주),2022,11011,CFS,success,,,0,2026-05-19T02:38:13,2026-05-19T02:38:13
kosdaq_001,KOSDAQ,000250,00128546,삼천당제약(주),2023,11011,CFS,success,,,0,2026-05-19T02:38:13,2026-05-19T02:38:13
kosdaq_001,KOSDAQ,000250,00128546,삼천당제약(주),2024,11011,CFS,success,,,0,2026-05-19T02:38:13,2026-05-19T02:38:13
kosdaq_001,KOSDAQ,000250,00128546,삼천당제약(주),2025,11011,CFS,success,,,0,2026-05-19T02:38:13,2026-05-19T02:38:14
kosdaq_001,KOSDAQ,000440,00149770,(주)중앙에너비스,2021,11011,CFS,success,,,0,2026-05-19T02:38:15,2026-05-19T02:38:15
kosdaq_001,KOSDAQ,000440,00149770,(주)중앙에너비스,2022,11011,CFS,success,,,0,2026-05-19T02:38:15,2026-05-19T02:38:15
kosdaq_001,KOSDAQ,000440,00149770,(주)중앙에너비스,2023,11011,CFS,success,,,0,2026-05-19T02:38:15,2026-05-19T02:38:15
kosdaq_001,KOSDAQ,000440,00149770,(주)중앙에너비스,2024,11011,CFS,success,,,0,2026-05-19T02:38:16,2026-05-19T02:38:16
kosdaq_001,KOSDAQ,000440,00149770,(주)중앙에너비스,2025,11011,CFS,success,,,0,2026-05-19T02:38:16,2026-05-19T02:38:16
kosdaq_001,KOSDAQ,0004V0,00924931,(주)엔비알모션,2021,11011,CFS,no_data,013,조회된 데이타가 없습니다.,0,2026-05-19T02:38:16,2026-05-19T02:38:16
kosdaq_001,KOSDAQ,0004V0,00924931,(주)엔비알모션,2021,11011,OFS,no_data,013,조회된 데이타가 없습니다.,0,2026-05-19T02:38:16,2026-05-19T02:38:17
kosdaq_001,KOSDAQ,0004V0,00924931,(주)엔비알모션,2022,11011,CFS,no_data,013,조회된 데이타가 없습니다.,0,2026-05-19T02:38:17,2026-05-19T02:38:17
kosdaq_001,KOSDAQ,0004V0,00924931,(주)엔비알모션,2022,11011,OFS,no_data,013,조회된 데이타가 없습니다.,0,2026-05-19T02:38:17,2026-05-19T02:38:17
