batch_id,rcept_no,corp_code,stock_code,corp_name,bsns_year,reprt_code,fs_div,report_name,source_api,collected_at
kosdaq_001,20260320001413,01516933,0001A0,(주)덕양에너젠,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:12
kosdaq_001,20220321001117,00128546,000250,삼천당제약(주),2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:13
kosdaq_001,20230321000689,00128546,000250,삼천당제약(주),2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:13
kosdaq_001,20240320001960,00128546,000250,삼천당제약(주),2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:13
kosdaq_001,20250324000897,00128546,000250,삼천당제약(주),2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:13
kosdaq_001,20260320001096,00128546,000250,삼천당제약(주),2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:14
kosdaq_001,20220331000659,00149770,000440,(주)중앙에너비스,2021,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:15
kosdaq_001,20230317000888,00149770,000440,(주)중앙에너비스,2022,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:15
kosdaq_001,20240329000771,00149770,000440,(주)중앙에너비스,2023,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:15
kosdaq_001,20250314000625,00149770,000440,(주)중앙에너비스,2024,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:16
kosdaq_001,20260312000614,00149770,000440,(주)중앙에너비스,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:16
kosdaq_001,20260514001027,00924931,0004V0,(주)엔비알모션,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:18
kosdaq_001,20260318000398,01884065,0004Y0,디비금융제14호기업인수목적 주식회사,2025,11011,OFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:19
kosdaq_001,20260318001538,01829819,0007C0,(주)아크릴,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:21
kosdaq_001,20260331004495,01869710,0007J0,주식회사 인벤테라,2025,11011,OFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:22
kosdaq_001,20260320000971,01294110,0008Z0,에스엔시스(주),2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:24
kosdaq_001,20260319001271,01781999,0009K0,(주)에임드바이오,2025,11011,CFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:25
kosdaq_001,20220304000517,00135999,001000,신라섬유(주),2021,11011,OFS,,fnlttSinglAcntAll.json,2026-05-19T02:38:26
